City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Bedford,GB,2022-07-10 22:33:49,52.1346,-0.4663,67.71,81,35,6.08
295,Raga,SS,2022-07-10 22:33:49,8.4596,25.678,69.53,99,100,3.24
296,Kasempa,ZM,2022-07-10 22:33:50,-13.4584,25.8338,57.18,52,0,8.25
297,Terrasini,IT,2022-07-10 22:33:50,38.146,13.0844,78.22,65,0,5.75
298,Sayyan,YE,2022-07-10 22:33:50,15.1718,44.3244,61.77,48,100,5.91
299,Half Moon Bay,US,2022-07-10 22:30:29,37.4636,-122.4286,98.55,56,0,16.11
300,Ler,SS,2022-07-10 22:33:51,8.3018,30.1418,70.99,90,95,4.47
301,Berea,US,2022-07-10 22:33:51,41.3662,-81.8543,83.95,53,0,10.36
302,Qaqortoq,GL,2022-07-10 22:33:52,60.7167,-46.0333,44.08,84,19,5.44
303,Wawa,NG,2022-07-10 22:33:52,9.9022,4.4192,74.61,88,57,4.21
304,Kimbe,PG,2022-07-10 22:33:52,-5.5502,150.1429,82.74,70,76,2.35
305,Lancaster,US,2022-07-10 22:33:53,40.2504,-76.2499,83.35,56,20,6.91
306,Hofn,IS,2022-07-10 22:33:53,64.2539,-15.2082,50.14,95,100,15.75
307,Zhigansk,RU,2022-07-10 22:33:53,66.7697,123.3711,61.7,57,63,13.06
308,Ahipara,NZ,2022-07-10 22:33:54,-35.1667,173.1667,58.08,91,100,9.66
309,Wangaratta,AU,2022-07-10 22:33:54,-36.3667,146.3333,35.47,98,84,1.99
310,El Alto,PE,2022-07-10 22:33:55,-4.2714,-81.2147,63.14,78,42,15.43
311,Umm Kaddadah,SD,2022-07-10 22:33:55,13.6017,26.6876,87.06,45,82,13.06
312,Khiri Mat,TH,2022-07-10 22:33:55,16.8333,99.8,76.35,84,93,3.38
313,Shagonar,RU,2022-07-10 22:33:56,51.5333,92.8,59.41,63,11,2.15
314,Mocuba,MZ,2022-07-10 22:33:56,-16.8392,36.9856,61.38,96,8,1.72
315,Uray,RU,2022-07-10 22:32:20,60.1247,64.7758,64.62,70,13,5.93
316,Svetlogorsk,BY,2022-07-10 22:33:57,52.6333,29.7333,54.72,93,83,6.78
317,Alappuzha,IN,2022-07-10 22:33:57,9.49,76.3264,77.0,86,93,14.67
318,Ajaccio,FR,2022-07-10 22:33:57,42.0,8.9167,69.85,60,0,6.91
319,Naryan-Mar,RU,2022-07-10 22:33:58,67.6713,53.087,49.35,85,100,6.71
320,Kerouane,GN,2022-07-10 22:33:58,9.2667,-9.0167,68.72,98,42,3.15
321,Lavras,BR,2022-07-10 22:33:58,-21.2453,-44.9997,60.4,50,9,3.78
322,Nabire,ID,2022-07-10 22:33:59,-3.3667,135.4833,77.41,88,75,3.13
323,Springbok,ZA,2022-07-10 22:33:59,-29.6643,17.8865,46.98,75,96,1.9
324,Nurota,UZ,2022-07-10 22:33:59,40.5614,65.6886,73.08,29,0,7.45
325,Black River,JM,2022-07-10 22:34:00,18.0264,-77.8487,86.31,64,96,4.34
326,Kaduy,RU,2022-07-10 22:34:00,59.2,37.15,60.35,98,100,4.25
327,Caraballeda,VE,2022-07-10 22:34:01,10.6112,-66.8522,82.47,78,40,4.61
328,Kontagora,NG,2022-07-10 22:34:01,10.3999,5.4695,73.62,87,39,4.54
329,Maloy,NO,2022-07-10 22:35:01,61.9353,5.1136,53.33,75,96,9.95
330,Guerrero Negro,MX,2022-07-10 22:30:15,27.9769,-114.0611,75.52,62,10,18.48
331,Santiago Del Estero,AR,2022-07-10 22:30:53,-27.7951,-64.2615,70.07,32,17,20.07
332,Thai Binh,VN,2022-07-10 22:30:16,20.45,106.3333,78.78,93,100,6.53
333,Aldan,RU,2022-07-10 22:35:02,58.6031,125.3894,60.8,89,100,1.3
334,San Cristobal,VE,2022-07-10 22:35:03,7.7669,-72.225,80.78,80,89,3.94
335,Sainte-Suzanne,RE,2022-07-10 22:35:03,-20.9061,55.6089,69.48,79,75,23.02
336,Novoagansk,RU,2022-07-10 22:35:04,61.9449,76.6625,61.09,71,26,3.22
337,Okhotsk,RU,2022-07-10 22:35:04,59.3833,143.3,62.53,78,48,7.49
338,Sur,OM,2022-07-10 22:35:05,22.5667,59.5289,82.67,79,100,17.18
339,Alice Springs,AU,2022-07-10 22:30:05,-23.7,133.8833,26.15,86,0,0.0
340,Lagoa,PT,2022-07-10 22:35:05,39.05,-27.9833,66.56,80,29,6.15
341,Chumikan,RU,2022-07-10 22:35:06,54.7183,135.315,52.34,99,100,3.96
342,Fiumicino,IT,2022-07-10 22:35:06,41.7675,12.2291,76.48,84,0,2.3
343,Araouane,ML,2022-07-10 22:35:07,18.9048,-3.5265,99.59,13,15,5.08
344,Sinnamary,GF,2022-07-10 22:35:07,5.3833,-52.95,76.96,87,66,7.31
345,Tezu,IN,2022-07-10 22:35:07,27.9167,96.1667,75.29,95,92,4.05
346,Klaebu,NO,2022-07-10 22:35:08,63.2976,10.4826,46.63,91,31,2.86
347,Novobirilyussy,RU,2022-07-10 22:35:08,56.9514,90.6661,57.29,94,6,6.55
348,Srednekolymsk,RU,2022-07-10 22:35:09,67.45,153.6833,71.49,39,32,14.29
349,Dikson,RU,2022-07-10 22:35:09,73.5069,80.5464,37.94,90,100,0.83
350,Santa Vitoria Do Palmar,BR,2022-07-10 22:35:09,-33.5189,-53.3681,64.02,91,17,6.17
351,Bagdarin,RU,2022-07-10 22:35:10,54.4333,113.6,54.36,84,89,3.22
352,Coihaique,CL,2022-07-10 22:35:10,-45.5752,-72.0662,27.21,93,75,3.44
353,Verkhoyansk,RU,2022-07-10 22:35:11,67.5447,133.385,62.42,69,100,4.9
354,Kaoma,ZM,2022-07-10 22:35:11,-14.7833,24.8,54.0,60,6,5.95
355,Itoman,JP,2022-07-10 22:35:11,26.1247,127.6694,84.97,92,20,4.61
356,Isangel,VU,2022-07-10 22:35:12,-19.55,169.2667,82.51,78,75,6.91
357,Shache,CN,2022-07-10 22:35:12,38.4167,77.2406,75.7,29,100,3.62
358,Bacolod,PH,2022-07-10 22:35:13,10.6667,122.95,77.97,91,98,9.82
359,Coos Bay,US,2022-07-10 22:35:13,43.3665,-124.2179,82.31,75,0,20.71
360,Canton,CN,2022-07-10 22:35:14,23.1167,113.25,84.87,80,34,3.78
361,Oussouye,SN,2022-07-10 22:35:14,12.485,-16.5469,82.49,84,22,5.99
362,Westport,US,2022-07-10 22:35:14,41.1415,-73.3579,82.78,44,0,8.05
363,Muroto,JP,2022-07-10 22:35:15,33.2833,134.15,79.03,83,86,1.99
364,Armidale,AU,2022-07-10 22:35:15,-30.5167,151.65,44.64,85,78,7.09
365,Concepcion,CL,2022-07-10 22:30:53,-36.827,-73.0498,51.6,71,40,3.44
366,Kazachinskoye,RU,2022-07-10 22:35:15,57.6953,93.2761,60.8,98,6,4.88
367,Namibe,AO,2022-07-10 22:35:16,-15.1961,12.1522,63.32,87,3,1.48
368,Saint-Georges,GD,2022-07-10 22:35:16,12.0564,-61.7485,82.08,78,20,19.57
369,Shumyachi,RU,2022-07-10 22:35:17,53.8583,32.4242,60.24,99,100,4.14
370,Morant Bay,JM,2022-07-10 22:35:17,17.8815,-76.4093,88.72,74,100,10.58
371,Madras,IN,2022-07-10 22:34:56,13.0878,80.2785,84.18,76,75,9.22
372,Palmer,US,2022-07-10 22:35:18,42.1584,-72.3287,81.32,33,40,4.61
373,Dengfeng,CN,2022-07-10 22:35:18,34.4553,113.0281,71.91,80,97,5.77
374,Mwense,ZM,2022-07-10 22:35:18,-10.3845,28.698,58.91,57,6,4.05
375,Katsuura,JP,2022-07-10 22:31:28,35.1333,140.3,78.82,83,4,5.5
376,Pichayevo,RU,2022-07-10 22:35:19,53.2363,42.2032,65.37,80,42,11.16
377,Vestmanna,FO,2022-07-10 22:36:19,62.1564,-7.1664,50.92,100,100,9.22
378,Goderich,CA,2022-07-10 22:36:20,43.7501,-81.7165,75.52,41,1,4.61
379,Teguldet,RU,2022-07-10 22:36:20,57.3064,88.1667,57.47,74,4,7.38
380,Yulara,AU,2022-07-10 22:36:21,-25.2406,130.9889,46.29,44,0,5.1
381,Saint-Pierre,RE,2022-07-10 22:34:19,-21.3393,55.4781,68.92,70,20,11.5
382,Valentin Gomez Farias,MX,2022-07-10 22:36:21,28.2167,-106.5833,84.81,30,71,12.88
383,Yenagoa,NG,2022-07-10 22:36:22,4.9247,6.2642,73.8,91,100,3.53
384,Igdir,TR,2022-07-10 22:36:22,39.9237,44.045,80.53,41,0,3.44
385,Bratsk,RU,2022-07-10 22:36:22,56.1325,101.6142,54.09,70,68,2.39
386,Arenys De Mar,ES,2022-07-10 22:36:23,41.5819,2.5494,79.75,64,0,1.99
387,Coria,ES,2022-07-10 22:32:20,39.9879,-6.5377,84.45,28,25,2.98
388,Aksarka,RU,2022-07-10 22:33:15,66.5606,67.7975,50.32,88,12,5.75
389,Auki,SB,2022-07-10 22:36:23,-8.7676,160.7034,83.5,67,82,2.55
390,Hasaki,JP,2022-07-10 22:31:25,35.7333,140.8333,81.28,82,1,5.93
391,Tuatapere,NZ,2022-07-10 22:36:24,-46.1333,167.6833,38.57,79,78,4.41
392,Saint-Joseph,RE,2022-07-10 22:36:24,-21.3667,55.6167,62.98,77,18,14.45
393,Srikakulam,IN,2022-07-10 22:36:25,18.3,83.9,79.5,85,70,7.58
394,Porto Belo,BR,2022-07-10 22:36:25,-27.1578,-48.5531,65.25,94,100,6.64
395,Kurilsk,RU,2022-07-10 22:36:25,45.2333,147.8833,62.26,90,83,7.11
396,Laurentides,CA,2022-07-10 22:36:26,46.4334,-74.9826,68.05,68,100,2.98
397,Gusau,NG,2022-07-10 22:36:26,12.1628,6.6614,77.79,77,56,8.14
398,Santa Lucia,ES,2022-07-10 22:32:25,27.9117,-15.5407,79.92,27,0,23.02
399,La Libertad,EC,2022-07-10 22:36:27,-2.2333,-80.9,71.26,78,75,11.5
400,Seddon,AU,2022-07-10 22:36:28,-37.8068,144.8916,51.21,78,75,13.8
401,Cayenne,GF,2022-07-10 22:36:28,4.9333,-52.3333,81.09,1,68,0.0
402,Gardelegen,DE,2022-07-10 22:36:28,52.5252,11.3952,55.8,83,34,7.45
403,Boyolangu,ID,2022-07-10 22:36:29,-8.1181,111.8935,73.49,95,51,1.74
404,Khash,IR,2022-07-10 22:36:29,28.2211,61.2158,81.28,33,99,6.82
405,Charlottesville,US,2022-07-10 22:34:28,38.0293,-78.4767,79.45,74,40,5.75
406,Balakhninskiy,RU,2022-07-10 22:36:30,58.0106,114.2769,56.41,99,100,1.57
407,Srisailam,IN,2022-07-10 22:36:30,16.0833,78.8667,71.01,88,100,18.37
408,Phalaborwa,ZA,2022-07-10 22:36:30,-23.943,31.1411,63.68,47,0,4.47
409,Matagami,CA,2022-07-10 22:36:31,49.7502,-77.6328,69.91,64,75,6.91
410,Lehigh Acres,US,2022-07-10 22:36:31,26.6254,-81.6248,90.95,69,0,11.5
411,Moron,AR,2022-07-10 22:36:31,-34.6534,-58.6198,60.55,80,95,9.71
412,Yar-Sale,RU,2022-07-10 22:36:32,66.8333,70.8333,48.76,82,17,9.46
413,Itarema,BR,2022-07-10 22:36:32,-2.9248,-39.9167,77.52,84,66,10.8
414,Dukat,RU,2022-07-10 22:32:14,62.55,155.55,78.13,39,46,9.6
415,Lazaro Cardenas,MX,2022-07-10 22:36:33,17.9583,-102.2,85.95,67,34,11.59
416,Whitehorse,CA,2022-07-10 22:32:04,60.7161,-135.0538,72.01,34,75,15.01
417,Brokopondo,SR,2022-07-10 22:36:33,4.75,-55.1667,77.83,85,23,7.61
418,Waitati,NZ,2022-07-10 22:36:33,-45.75,170.5667,45.81,58,47,7.02
419,Lac-Megantic,CA,2022-07-10 22:34:51,45.5834,-70.8823,66.15,64,85,5.68
420,Dese,ET,2022-07-10 22:36:34,11.1333,39.6333,55.18,88,100,2.42
421,Liverpool,GB,2022-07-10 22:36:34,53.4106,-2.9779,63.9,91,0,5.75
422,Lodja,CD,2022-07-10 22:36:35,-3.4833,23.4333,71.58,39,15,0.69
423,Rosetta,EG,2022-07-10 22:37:35,31.4044,30.4164,76.3,73,0,12.3
424,Inta,RU,2022-07-10 22:37:35,66.0317,60.1659,56.16,71,69,1.9
425,Verkhnyaya Inta,RU,2022-07-10 22:37:36,65.9811,60.3094,56.14,70,66,2.21
426,Rosario,AR,2022-07-10 22:35:00,-32.9468,-60.6393,66.11,54,75,14.97
427,Launceston,AU,2022-07-10 22:35:00,-41.45,147.1667,49.6,78,100,7.0
428,Loughrea,IE,2022-07-10 22:37:36,53.1969,-8.5669,60.19,95,28,4.32
429,Tunceli,TR,2022-07-10 22:37:37,39.1083,39.5471,69.76,29,0,3.15
430,Vetluga,RU,2022-07-10 22:37:37,57.8557,45.781,63.16,96,74,4.59
431,Roma,US,2022-07-10 22:37:37,43.2128,-75.4557,78.82,46,0,4.61
432,Lalmohan,BD,2022-07-10 22:37:38,22.3384,90.7419,81.95,86,100,19.08
433,Itaberai,BR,2022-07-10 22:37:38,-16.0203,-49.8103,69.89,37,4,2.44
434,Honningsvag,NO,2022-07-10 22:37:38,70.9821,25.9704,49.75,93,100,2.3
435,Mamallapuram,IN,2022-07-10 22:37:39,12.6264,80.1722,84.25,58,100,13.76
436,Caramay,PH,2022-07-10 22:37:39,10.1815,119.236,79.09,85,100,2.01
437,Toronto,CA,2022-07-10 22:33:40,43.7001,-79.4163,84.43,40,0,11.5
438,Seguela,CI,2022-07-10 22:37:40,7.9611,-6.6731,70.14,89,57,3.62
439,Chake Chake,TZ,2022-07-10 22:37:40,-5.2459,39.7666,73.92,75,2,12.33
440,Omboue,GA,2022-07-10 22:37:40,-1.5746,9.2618,69.13,84,24,6.02
441,Vardo,NO,2022-07-10 22:37:41,70.3705,31.1107,49.98,93,100,5.75
442,Rundu,NA,2022-07-10 22:37:41,-17.9333,19.7667,54.32,45,0,4.18
443,Tilichiki,RU,2022-07-10 22:37:41,60.4667,166.1,64.0,48,30,10.71
444,Ostrovnoy,RU,2022-07-10 22:37:42,68.0531,39.5131,54.77,78,34,12.73
445,Castro,BR,2022-07-10 22:37:42,-24.7911,-50.0119,57.04,77,5,3.96
446,Vilyuysk,RU,2022-07-10 22:37:43,63.7553,121.6247,62.19,80,97,4.72
447,Qom,IR,2022-07-10 22:37:43,34.6401,50.8764,86.68,16,3,11.27
448,Qujing,CN,2022-07-10 22:37:43,25.4833,103.7833,60.49,96,9,5.3
449,Menzelinsk,RU,2022-07-10 22:37:44,55.7271,53.1026,62.92,89,37,4.36
450,Pekan,MY,2022-07-10 22:37:44,3.4836,103.3996,77.11,92,100,4.56
451,Marystown,CA,2022-07-10 22:37:44,47.1666,-55.1483,60.85,100,0,5.99
452,Lanzhou,CN,2022-07-10 22:37:23,36.0564,103.7922,70.72,90,100,3.96
453,Bojonegoro,ID,2022-07-10 22:37:45,-7.1502,111.8817,72.95,90,35,3.47
454,Anamur,TR,2022-07-10 22:37:45,36.0751,32.8369,77.81,71,5,10.36
455,Flinders,AU,2022-07-10 22:37:45,-34.5833,150.8552,54.18,87,41,5.99
456,Fuerte Olimpo,PY,2022-07-10 22:37:46,-21.0415,-57.8738,88.97,31,81,10.89
457,Perumpavur,IN,2022-07-10 22:37:46,10.1333,76.4833,75.11,100,100,2.3
458,Salalah,OM,2022-07-10 22:37:46,17.0151,54.0924,75.29,100,100,8.05
459,Cabra,ES,2022-07-10 22:37:47,37.4725,-4.4421,76.24,37,1,5.53
460,Acapulco,MX,2022-07-10 22:34:09,16.8634,-99.8901,87.62,74,75,11.5
461,Andenes,NO,2022-07-10 22:37:47,69.3143,16.1194,52.93,93,100,4.61
462,Santa Ana,US,2022-07-10 22:34:01,33.7456,-117.8678,101.71,52,20,12.66
463,Portland,US,2022-07-10 22:36:00,45.5234,-122.6762,83.16,48,75,6.91
464,Santarem,BR,2022-07-10 22:33:20,-2.4431,-54.7083,82.53,89,40,1.14
465,Halifax,CA,2022-07-10 22:35:00,44.6453,-63.5724,73.29,62,0,6.4
466,Medianeira,BR,2022-07-10 22:37:48,-25.2953,-54.0939,72.18,52,33,8.61
467,Hambantota,LK,2022-07-10 22:37:49,6.1241,81.1185,79.7,79,100,21.59
468,Todos Santos,MX,2022-07-10 22:38:49,23.45,-110.2167,78.44,79,20,6.96
469,Ternate,ID,2022-07-10 22:38:49,0.8,127.4,78.89,84,96,4.72
470,Kaduqli,SD,2022-07-10 22:38:50,11.0167,29.7167,76.66,78,100,4.03
471,Kemijarvi,FI,2022-07-10 22:38:50,66.7131,27.4306,54.28,92,89,1.95
472,Ryotsu,JP,2022-07-10 22:38:50,38.0833,138.4333,78.66,72,97,3.74
473,Vao,NC,2022-07-10 22:38:51,-22.6667,167.4833,76.23,82,39,23.71
474,Nisia Floresta,BR,2022-07-10 22:38:51,-6.0911,-35.2086,79.18,86,11,9.69
475,Menongue,AO,2022-07-10 22:38:51,-14.6585,17.691,51.57,48,1,3.67
476,Beloha,MG,2022-07-10 22:38:52,-25.1667,45.05,63.79,66,0,7.11
477,Masvingo,ZW,2022-07-10 22:38:52,-20.0637,30.8277,55.56,56,11,5.64
478,Thaba Nchu,ZA,2022-07-10 22:38:53,-29.2093,26.839,38.71,89,15,3.56
479,Moose Factory,CA,2022-07-10 22:38:53,51.2585,-80.6094,68.0,73,100,3.44
480,Colac,AU,2022-07-10 22:38:53,-38.3333,143.5833,46.83,80,98,7.36
481,Port Blair,IN,2022-07-10 22:34:48,11.6667,92.75,80.64,94,100,11.5
482,Mopipi,BW,2022-07-10 22:38:54,-21.1833,24.8833,60.28,40,0,7.07
483,Arman,RU,2022-07-10 22:38:54,59.7,150.1667,77.02,67,75,3.38
484,Usinsk,RU,2022-07-10 22:38:54,65.9939,57.5281,57.51,65,37,4.56
485,Sangmelima,CM,2022-07-10 22:36:44,2.9333,11.9833,66.42,99,98,3.42
486,Iracoubo,GF,2022-07-10 22:38:55,5.4802,-53.2011,76.69,88,66,7.61
487,Nemuro,JP,2022-07-10 22:38:55,43.3236,145.575,60.01,99,97,12.12
488,Ruhengeri,RW,2022-07-10 22:38:56,-1.4998,29.635,59.5,75,98,1.83
489,Vanavara,RU,2022-07-10 22:38:56,60.34,102.2797,60.28,92,92,6.76
490,Shenzhen,CN,2022-07-10 22:38:56,22.5455,114.0683,85.21,86,69,2.95
491,Sinjai,ID,2022-07-10 22:38:57,-5.1241,120.253,75.47,92,100,2.44
492,Hay River,CA,2022-07-10 22:38:33,60.8156,-115.7999,69.78,56,40,6.91
493,Hidrolandia,BR,2022-07-10 22:38:57,-4.4081,-40.4378,75.92,61,32,2.35
494,Washim,IN,2022-07-10 22:38:57,20.1,77.15,71.46,94,100,15.77
495,Kerchevskiy,RU,2022-07-10 22:38:58,59.946,56.2884,63.23,92,3,1.59
496,Bria,CF,2022-07-10 22:38:58,6.5423,21.9863,68.79,98,100,0.98
497,Bud,US,2022-07-10 22:38:59,39.447,-86.1758,87.78,48,0,5.46
498,Sholapur,IN,2022-07-10 22:38:59,17.6833,75.9167,71.06,93,100,14.34
499,Camana,PE,2022-07-10 22:38:59,-16.6228,-72.7111,61.47,86,86,5.86
500,Dingle,PH,2022-07-10 22:39:00,10.9995,122.6711,78.12,90,99,7.16
501,Mecca,SA,2022-07-10 22:38:56,21.4267,39.8261,87.87,21,81,3.09
502,Jablah,SY,2022-07-10 22:39:00,35.3614,35.9256,77.29,78,75,8.05
503,Gombong,ID,2022-07-10 22:39:00,-7.6072,109.5142,72.01,95,42,1.81
504,Piacabucu,BR,2022-07-10 22:39:01,-10.4056,-36.4344,72.9,87,19,12.73
505,Dryden,CA,2022-07-10 22:39:01,49.7833,-92.7503,73.69,78,100,9.22
506,Kasangulu,CD,2022-07-10 22:39:02,-4.5911,15.1708,70.47,65,56,3.67
507,Bathsheba,BB,2022-07-10 22:39:02,13.2167,-59.5167,83.01,88,40,19.57
508,Ugoofaaru,MV,2022-07-10 22:39:02,5.6667,73.0,81.43,80,100,15.75
509,Fort Nelson,CA,2022-07-10 22:39:03,58.8053,-122.7002,69.39,46,75,6.91
510,Bandundu,CD,2022-07-10 22:39:03,-3.3167,17.3667,76.86,36,28,3.78
511,Avera,US,2022-07-10 22:39:03,33.194,-82.5271,87.39,67,96,5.1
512,Atbasar,KZ,2022-07-10 22:39:04,51.8,68.3333,63.82,82,67,11.45
513,Buchanan,LR,2022-07-10 22:39:04,5.8808,-10.0467,75.81,78,69,8.21
514,Jiazi,CN,2022-07-10 22:39:05,22.8779,116.067,81.37,86,75,1.79
515,Saint-Leu,RE,2022-07-10 22:39:03,-21.15,55.2833,68.32,68,13,1.7
516,Abha,SA,2022-07-10 22:40:05,18.2164,42.5053,67.82,68,0,8.05
517,Ancud,CL,2022-07-10 22:40:06,-41.8697,-73.8203,45.23,88,95,7.0
518,Boffa,GN,2022-07-10 22:40:06,10.1667,-14.0333,76.5,92,84,6.44
519,Kavaratti,IN,2022-07-10 22:40:08,10.5669,72.642,81.34,81,100,21.14
520,Khakhea,BW,2022-07-10 22:40:08,-24.6895,23.494,49.59,42,0,7.54
521,Beian,NO,2022-07-10 22:40:09,63.6559,9.5683,52.02,87,0,2.3
522,Atasu,KZ,2022-07-10 22:40:09,48.6814,71.6433,60.49,75,53,8.84
523,San Sebastian,ES,2022-07-10 22:40:10,43.3128,-1.975,71.35,78,0,2.3
524,Nyurba,RU,2022-07-10 22:40:10,63.2842,118.3319,63.82,77,24,1.36
525,Sigli,ID,2022-07-10 22:40:10,5.3848,95.9609,80.33,70,100,6.49
526,Kommunar,RU,2022-07-10 22:40:11,59.6206,30.39,56.73,97,40,3.04
527,Inhambane,MZ,2022-07-10 22:40:11,-23.865,35.3833,66.96,76,0,10.33
528,Vestmannaeyjar,IS,2022-07-10 22:40:12,63.4427,-20.2734,51.46,95,100,10.58
529,Verkhnevilyuysk,RU,2022-07-10 22:40:12,63.4453,120.3167,60.37,87,95,2.8
530,Neryungri,RU,2022-07-10 22:40:12,56.6709,124.6491,56.26,97,99,4.79
531,Evensk,RU,2022-07-10 22:40:13,61.95,159.2333,63.39,60,6,6.38
532,Erenhot,CN,2022-07-10 22:40:13,43.6475,111.9767,75.87,34,60,9.78
533,Miahuatlan,MX,2022-07-10 22:40:14,18.5667,-97.4333,73.89,50,45,11.41
534,Zaysan,KZ,2022-07-10 22:40:14,47.4667,84.8667,63.14,50,6,5.99
535,Visnes,NO,2022-07-10 22:40:15,59.3556,5.2242,55.45,76,17,12.66
536,Litovko,RU,2022-07-10 22:40:15,49.2361,135.1742,71.37,84,77,3.56
537,Wajir,KE,2022-07-10 22:40:16,1.7471,40.0573,73.69,64,72,17.52
538,Aracoiaba,BR,2022-07-10 22:40:16,-4.3711,-38.8142,73.4,86,45,2.68
539,Noumea,NC,2022-07-10 22:38:19,-22.2763,166.4572,75.99,99,39,5.28
540,Mount Isa,AU,2022-07-10 22:40:17,-20.7333,139.5,47.97,57,0,4.61
541,Praia Da Vitoria,PT,2022-07-10 22:40:17,38.7333,-27.0667,68.25,73,75,6.08
542,Datong,CN,2022-07-10 22:40:17,40.0936,113.2914,69.26,57,72,4.59
543,Ekibastuz,KZ,2022-07-10 22:40:18,51.6667,75.3667,64.89,77,76,7.18
544,Raton,US,2022-07-10 22:40:18,36.9034,-104.4391,95.34,22,0,13.8
545,Mareeba,AU,2022-07-10 22:40:18,-17.0,145.4333,61.48,74,8,3.65
546,Ropczyce,PL,2022-07-10 22:40:19,50.0523,21.6089,55.36,79,89,13.04
547,Joshimath,IN,2022-07-10 22:40:20,30.5667,79.5667,70.68,90,99,0.63
548,Alakurtti,RU,2022-07-10 22:40:20,66.9672,30.3491,54.52,97,74,2.77
549,Rawson,AR,2022-07-10 22:40:20,-43.3002,-65.1023,40.73,87,100,26.84
